"agencyIdentification","agencyCode","agencyCity","agencyProvince","agencyPhone","agencyAddress1","agencyCap","agencyEmail","agencyDescription","agencyfax","companyId","companyName","status","order"
"AG","131000","GENOVA DANTE ","  ","010582624","","","","GENOVA DANTE ","",1,"Cristallo srls","published",""
"AGGENOVA 2LR3","LR3","GENOVA 2","  ","010882459","","","","GENOVA DISTACCO PIAZZA MARSALA","",1,"Cristallo srls","published",""
"AGGENOVAL1F","L1F","GENOVA","  ","0103726113","","","","GENOVA NERVI","",1,"Cristallo srls","published",""
"AGGENOVA510","510","GENOVA","  ","0105957567","","","","GENOVA PIAZZA DANTE","",1,"Cristallo srls","published",""
"AGGENOVAI38","I38","GENOVA","  ","010290141","","","","GENOVA PIAZZA DANTE","",1,"Cristallo srls","published",""
"AGGENOVA5383","5383","GENOVA","  ","0107855918","","","","GENOVA PONTEDECIMO","",1,"Cristallo srls","published",""
"AGGENOVA2115","2115","GENOVA","  ","0106133394","","","","GENOVA VOLTRI","",1,"Cristallo srls","published",""
"AGGERENZA1701","1701","GERENZA","  ","","","","","GERENZA","",1,"Cristallo srls","published",""
"AGSAN DONATO MILANESE85184","85184","SAN DONATO MILANESE","  ","07481390016","","","CAMPANALEBROKER@LIBERO.IT","GERENZA MI - TO CAMPANALE","",1,"Cristallo srls","published",""
"AGTORINO 1185100","85100","TORINO 11","  ","","","","","GERENZA MI TO AMISTA","",1,"Cristallo srls","published",""
"AG85835","85835","ROMA","  ","0251815101","","","","GERENZA ROMA SAFE","",1,"Cristallo srls","published",""
"AG","LURAGO D'ERBA","LURAGO D'ERBA","  ","031610786","","","","GEROSA MARIO","",1,"Cristallo srls","published",""
"AGASTI 5000000000","000000000","ASTI 5","  ","013131780","","","","GESTIONE ASSICURATIVA SAS","",1,"Cristallo srls","published",""
"AGASTI1735","1735","ASTI","  ","0141325063","","","","GESTIONE ASSICURATIVA SAS","",1,"Cristallo srls","published",""
"AGMONCALIERI 123","123","MONCALIERI ","  ","011641183","","","","GIACOMA RIZZI","",1,"Cristallo srls","published",""
"AGMOS15 PANATA","S15 PANATA","MONCALIERI","TO",""," CORSO SAVONA 15","10024","","GIACOMO GHIGNONE - PAOLA GHIGNONE ","",1,"Cristallo srls","published",""
"AGMONCALIERIS27","S27","MONCALIERI","TO","011 6827711 ","CORSO SAVONA 15","10024","","GIACOMO GHIGNONE - PAOLA GHIGNONE ","",1,"Cristallo srls","published",""
"AGMORTARA818","818","MORTARA","  ","038499995","","","","GIANELLI","",1,"Cristallo srls","published",""
"AGIVREA42X","42X","IVREA","  ","0125641583","","","","GIANNONE","",1,"Cristallo srls","published",""
"AGASTI206","206","ASTI","  ","","","","AG0206@AXA-AGENZIE.IT","GIANOTTI","",1,"Cristallo srls","published",""
"AGASTI026","026","ASTI","  ","","","","AG0206@AXA-AGENZIE.IT","GIANOTTI","",1,"Cristallo srls","published",""
"AGGIAVENO65038","65038","GIAVENO","  ","0119376577","","","","GIAVENO","",1,"Cristallo srls","published",""
"AGBIELLA 2 603","603","BIELLA 2 ","  ","01529876","","","","GILARDINO","",1,"Cristallo srls","published",""
"AGGINOSA275","275","GINOSA","  ","0998244157","","","","GINOSA GENERALE","",1,"Cristallo srls","published",""
"AGGIOIA DEL COLLE1213","1213","GIOIA DEL COLLE","  ","0803482424","","","","GIOIA DEL COLLE","",1,"Cristallo srls","published",""
"AGVALENZA00","00","VALENZA","AL","0131942333","VIA MAZZINI 26/28","15045","","GIORGIO BELLOTTI &amp; C. SAS","",1,"Cristallo srls","published",""
"AGGIULIANOVA51563","51563","GIULIANOVA","  ","0858006902","","","","GIULIANOVA","",1,"Cristallo srls","published",""
"AGGM ASSICURAZIONI SNCGM","GM","GM ASSICURAZIONI SNC","  ","3938870322","","","","GM ASSICURAZIONI SNC","",1,"Cristallo srls","published",""
"AGPINEROLOGMG 072","GMG 072","PINEROLO","  ","0121378692","","","","GMG","",1,"Cristallo srls","published",""
"AGASTI452","452","ASTI","  "," 0141436722","","","","GRAZIANO MAURO","",1,"Cristallo srls","published",""
"AGGRINZANE0988","0988","GRINZANE","  ","0173231676","","","","GRINZANE ","",1,"Cristallo srls","published",""
"AGGROSSETO 0541","0541","GROSSETO ","  ","0564418656","","","","GROSSETO ","",1,"Cristallo srls","published",""
"AGGROSSETO019806","019806","GROSSETO","  "," 0564 23118","","","","GROSSETO AURELIA","",1,"Cristallo srls","published",""
"AG362","362","GRUGLIASCO","  "," 011 414 383","",""," AG_362.01@AGENTIVITTORIA.IT","GRUGLIASCO","",1,"Cristallo srls","published",""
"AG57170","57170","GRUGLIASCO","  ","011784747","","","","GRUGLIASCO","",1,"Cristallo srls","published",""
"AGGRUGLIASCO861","861","GRUGLIASCO","  ","0115692616","","","TORINOGRUGLIASCO@GROUPAMA.IT","GRUGLIASCO","",1,"Cristallo srls","published",""
"AGGRUGLIASCOTD9","TD9","GRUGLIASCO","  ","0110243888","","","","GRUGLIASCO","",1,"Cristallo srls","published",""
"AGGRUGLIASCO 265335","65335","GRUGLIASCO 2","  ","011764747","","","","GRUGLIASCO 2","",1,"Cristallo srls","published",""
"AGTORINO 536","36","TORINO 5","  ","0114379469","","","","GTA ASSICURAZIONI SRL","",1,"Cristallo srls","published",""
"AGGUBBIORDX","RDX","GUBBIO","  ","0759220589","","","","GUBBIO GUALDO TADINO","",1,"Cristallo srls","published",""
"AG615","615","GUGLIELMETTI GIULIANO","  ","","","","","GUGLIELMETTI GIULIANO","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE7793","7793","SETTIMO TORINESE","  ","0118970251","","","","GUMIERO","",1,"Cristallo srls","published",""
"AGGUSPINI030","030","GUSPINI","  ","070 970957","","","","GUSPINI ","",1,"Cristallo srls","published",""
"AGDOMODOSSOLANON SO","NON SO","DOMODOSSOLA","  ","0324242895","","","","HELVETIA DOMODOSSOLA","",1,"Cristallo srls","published",""
"AGFOSSANO 7756","7756","FOSSANO ","  ","0172 62905","","","","HELVETIA FOSSANO","",1,"Cristallo srls","published",""
"AGHELVETIA RAPPRESENTANZA000","000","HELVETIA RAPPRESENTANZA","  ","0253511","","","","HELVETIA RAPPRESENTANZA","",1,"Cristallo srls","published",""
"AGASTI 20 6 0 ","0 6 0 ","ASTI 2","  "," 0141592212","","","AG_060.01@AGENTIVITTORIA.IT","I.ASS. IANNUZZI ALESSANDRO E C.","",1,"Cristallo srls","published",""
"AGIBO0914065","0914065","IBO","  ","0115534100","","","","IBO","",1,"Cristallo srls","published",""
"AGVARESE39317","39317","VARESE","  ","0332832011","","","","IFC SRL","",1,"Cristallo srls","published",""
"AG118","118","IMOLA","  ","","","","","IMOLA","",1,"Cristallo srls","published",""
"AGIMPERIA34022","34022","IMPERIA","  ","0183297373","","","","IMPERIA","",1,"Cristallo srls","published",""
"AGIMPERIA516","516","IMPERIA","  ","","","","","IMPERIA","",1,"Cristallo srls","published",""
"AGIMPERIA BELGRANOTE2","TE2","IMPERIA BELGRANO","  ","0183293795","","","","IMPERIA BELGRANO","",1,"Cristallo srls","published",""
"AGASTI 2 430","430","ASTI 2 ","  ","0141 532331","","","","IMPRESA ASSIBLU","",1,"Cristallo srls","published",""
"AGALPIGNANOA1","A1","ALPIGNANO","  ","0119675518","","","","INTEGRA SRL","",1,"Cristallo srls","published",""
"AGTORTONA39432","39432","TORTONA","  ","0131822705 ","","","","INTESA SRL","",1,"Cristallo srls","published",""
"AGINZAGO 438438","438","INZAGO 438","  ","029549682","","","","INZAGO","",1,"Cristallo srls","published",""
"AGCHIVASSO420","420","CHIVASSO","  "," 0119171317","","","","INZILLO MASSIMO","",1,"Cristallo srls","published",""
"AGNIZZA MONFERRATO 18B","18B","NIZZA MONFERRATO ","  ","0141701186","","","","ITALIANA NIZZA MONFERRATO","",1,"Cristallo srls","published",""
"AGBORGO SAN DALMAZZO2047/000/000","2047/000/000","BORGO SAN DALMAZZO","CN","0171 262929 ","VIA DEI MARTIRI, 16","12011","","ITAS ASSICURAZIONI AGENZIA BORGO SAN DALMAZZO SITO WEBINDICAZIONI STRADALI  SALVA ","0171 262929 ",1,"Cristallo srls","published",""
"AGACQUI TERME00","00","ACQUI TERME","AL","0144322678","PIAZZA MATTEOTTI 25","15011","","IVALDI GIULIANA GIUSEPPINA","",1,"Cristallo srls","published",""
"AGIVREA 1A105","A105","IVREA 1","  ","012548000","","","","IVREA","",1,"Cristallo srls","published",""
"AGIVREA 239379","39379","IVREA 2","  "," 0125627555 ","","","","IVREA","",1,"Cristallo srls","published",""
"AGIVREA237","237","IVREA","  ","0125641701","","","","IVREA","",1,"Cristallo srls","published",""
"AGIVREA64941","64941","IVREA","  ","0125 616462","","","","IVREA ","",1,"Cristallo srls","published",""
"AGIVREA925","925","IVREA","  ","012580732","","","AG925@HDIARETE.IT","IVREA","",1,"Cristallo srls","published",""
"AGIVREA0925","0925","IVREA","  ","0125280732","","","","IVREA","",1,"Cristallo srls","published",""
"AGIVREA143","143","IVREA","  ","0125424056","","","","IVREA 143","",1,"Cristallo srls","published",""
"AGIVREA CANAVESE628","628","IVREA CANAVESE","  ","012540487","","","","IVREA CANAVESE","",1,"Cristallo srls","published",""
"AGIVREA 2 150","150","IVREA 2 ","  "," 012540374","","","","IVREA D'AZEGLIO","",1,"Cristallo srls","published",""
"AGIVREA IV","IV","IVREA ","  ","0125641491","","","","IVREA ENRICO ALESSANDRO S.A.S.","",1,"Cristallo srls","published",""
"AGIVREA 2223","223","IVREA 2","  ","0125 641130","","","","IVREA LAGHI","",1,"Cristallo srls","published",""
"AGIVREA MONTE STELLALGV","LGV","IVREA MONTE STELLA","  ","0125641263","","","","IVREA MONTE STELLA","",1,"Cristallo srls","published",""
"AGIVREAIA8","IA8","IVREA","  ","012564694","","","","IVREA PORTA TORINO","",1,"Cristallo srls","published",""
"AGTORINO ORVIETOJOLLY","JOLLY","TORINO ORVIETO","  ","0113743608","","","","JOLLY ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGCUNEO 2 051027","051027","CUNEO 2 ","  ","0171696534","","","","KENNEDY","",1,"Cristallo srls","published",""
"AGCUNEO051027","051027","CUNEO","  ","0171 696534","","","","KENNEDY","",1,"Cristallo srls","published",""
"AGBIBIANABIBIANA","BIBIANA","BIBIANA","  "," 0121041021","","","","LA BIBIANESE","",1,"Cristallo srls","published",""
"AGLA SPEZIAT1P","T1P","LA SPEZIA","  ","01871771700","","","","LA SPEZIA","",1,"Cristallo srls","published",""
"AGPINEROLO 101423","01423","PINEROLO 1","  ","0121321950","","","","LA VIE EN ROSE","",1,"Cristallo srls","published",""
"AGLAMEZIA TERME 080","080","LAMEZIA TERME ","  ","","","","","LAMEZIA TERME ","",1,"Cristallo srls","published",""
"AGLANCIANO34435","34435","LANCIANO","  ","087217399","","","","LANCIANO","",1,"Cristallo srls","published",""
"AGLATINA02597","02597","LATINA","  ","0773412081 ","","","","LATINA","",1,"Cristallo srls","published",""
"AGTORINO1","1","TORINO","  ","0116486412","","","SINISTRI.FLOTTA@BOSSOASSICURAZIONI.TO.IT","LAVEZZA ASSICURAZIONI ","",1,"Cristallo srls","published",""
"AGCIRIE501","501","CIRIE","  ","0119214326","","","","LAZZERI","",1,"Cristallo srls","published",""
"AGASTIN00F54","N00F54","ASTI","  ","0141532300","","","","LE ASSICURAZIONI PORTA S.A.S. DI TURATO FABIO","",1,"Cristallo srls","published",""
"AGLEGNANO251000","251000","LEGNANO","  ","0331541386","","","","LEGNANO","",1,"Cristallo srls","published",""
"AGLEGNANO040","040","LEGNANO","  ","0331 47361","","","","LEGNANO","",1,"Cristallo srls","published",""
"AGLEGNANO379","379","LEGNANO","  ","0331442751","","","","LEGNANO","",1,"Cristallo srls","published",""
"AG60276","60276","LEINÃ","  ","0119989777","","","","LEINÃ","",1,"Cristallo srls","published",""
"AG051234","051234","LEINI' TORINO","  ","","","","","LEINI' TORINO","",1,"Cristallo srls","published",""
"AGLEINÃ TORINO51234","51234","LEINÃ TORINO","  "," 0119974799","","","","LEINÃ TORINO","",1,"Cristallo srls","published",""
"AGFOSSANO","N00C40","FOSSANO","  ","0172 636666","","","","LEO ASSICURAZIONI DI TERZAGHI DAVIDE MARCO &amp; C. S.N.C","",1,"Cristallo srls","published",""
"AGMONCALIERI CASTELLO00","00","MONCALIERI CASTELLO","TO","0116405333","PIAZZA VITTORIO EMANUELE 8","10024","","LEONARDO DELLâAERA","",1,"Cristallo srls","published",""
"AGLISSONELS7","LS7","LISSONE","  ","039483528","","","","LISSONE GARIBALDI","",1,"Cristallo srls","published",""
"AGALESSANDRIA 00128","00128","ALESSANDRIA ","  "," 0131 280012","","","","LIVRONE ESTER","",1,"Cristallo srls","published",""
"AGALESSANDRIA106","106","ALESSANDRIA","AL","","CORSO ROMA, 36","15121","","LOBERTI, LONGO E TRUCCO","",1,"Cristallo srls","published",""
"AGLODI16N","16N","LODI","  ","","","","","LODI ","",1,"Cristallo srls","published",""
"AG2152","2152","LODI MAZZINI","  ","","","","","LODI MAZZINI","",1,"Cristallo srls","published",""
"AGCIRIÃ1260000","1260000","CIRIÃ","  ","0119210313","","","","LUCA RAGA","",1,"Cristallo srls","published",""
"AGLUMESIA INSURANCE  BSI","BSI","LUMESIA INSURANCE  ","  "," 0171 412694","","","","LUMESIA INSURANCE ","",1,"Cristallo srls","published",""
"AGLUSERNA 61349","61349","LUSERNA ","  ","0121900322","","","","LUSERNA ","",1,"Cristallo srls","published",""
"AGMILANO 2ABC","ABC","MILANO 2","  ","0235944482","","","","M E M INTERMEDIAZIONI","",1,"Cristallo srls","published",""
"AGBIELLA00611","00611","BIELLA","  "," 015 351698","","","AG0611@AXA-AGENZIE.IT","M.T. CONSULENZA ASSICURATIVA","",1,"Cristallo srls","published",""
"AGCIRIE'134","134","CIRIE'","  ","0119214956","","","","MACCAGNO","",1,"Cristallo srls","published",""
"AGTORINO57928","57928","TORINO","  ","011 220 5488","","","","MADONNA DI CAMPAGNA","",1,"Cristallo srls","published",""
"AGMAGENTA133","133","MAGENTA","  ","029790114","","","","MAGENTA","",1,"Cristallo srls","published",""
"AGMAGENTA2295","2295","MAGENTA","  ","0297299861","","","","MAGENTA","",1,"Cristallo srls","published",""
"AGTG2","2","MAGENTA","  ","02 9729 2020","","","","MAGENTA","",1,"Cristallo srls","published",""
"AGMAGENTA 2114","114","MAGENTA 2","  ","029794362","","","","MAGENTA 2","",1,"Cristallo srls","published",""
"AG","215","MAGENTA CENTRALE","  ","0297298436","","","","MAGENTA CENTRALE","",1,"Cristallo srls","published",""
"AGASTI0000","0000","ASTI","  "," 012540487","","","AG0628@AXA-AGENZIE.IT","MAGGIO E GRANDIS","",1,"Cristallo srls","published",""
"AGVARESE0190","0190","VARESE","  ","0332 285554","","","","MAGISTRI ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGSALENTO641","641","SALENTO","  ","0836484655","","","","MAGLIE3","",1,"Cristallo srls","published",""
"AGCASALE M.TO2035","2035","CASALE M.TO","  ","0142454114","","","","MAIRANO ","",1,"Cristallo srls","published",""
"AGNOVARA 3 00011 GIUSTO","00011 GIUSTO","NOVARA 3 ","  ","0321629630","","","STEFANIA@STUDIOMAMBRINI.COM","MAMBRINI","",1,"Cristallo srls","published",""
"AGNOVARA 240161","40161","NOVARA 2","  ","0321611383","","","","MAMBRINI","",1,"Cristallo srls","published",""
"AGNOVARA00400","00400","NOVARA","  ","0321 611383","","","","MAMBRINI RODOLFO","",1,"Cristallo srls","published",""
"AGFOSSANO0307","0307","FOSSANO","  ","0172633339","","","","MANCARDI E CAVALLERO","",1,"Cristallo srls","published",""
"AGCHIERI NICHELINO176000","176000","CHIERI NICHELINO","  ","0116270057","","","","MANTARDI","",1,"Cristallo srls","published",""
"AGA26","A26","MARCALLO","  ","","","","","MARCALLO","",1,"Cristallo srls","published",""
"AGTORINO MARCONI0TM","0TM","TORINO MARCONI","  ","011655513","","","","MARCONI ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGMILANO01395","01395","MILANO","  ","026889744","","","","MARIANI ASSICURATORI","",1,"Cristallo srls","published",""
"AGMARTINA FRANCATG7","TG7","MARTINA FRANCA","  ","0804807102","","","","MARTINA FRANCA","",1,"Cristallo srls","published",""
"AGCUORGNE'61436","61436","CUORGNE'","  ","0124/651475","","","","MARTIRI DELLA LIBERTA'","",1,"Cristallo srls","published",""
"AGPAVIA1402","1402","PAVIA","  ","038221125","","","","MARUFFI","",1,"Cristallo srls","published",""
"AGCHIVASSO 3 MASSIMO PACELLI","MASSIMO PACELLI","CHIVASSO 3 ","  ","0119102600","","","","MASSIMO PACELLI","",1,"Cristallo srls","published",""
"AGMATERA36377","36377","MATERA","  ","0835259582","","","","MATERA DANTE","",1,"Cristallo srls","published",""
"AGTORINOB43","B43","TORINO","  ","011532753","","","AGENZIAB43@GROUPAMA.IT","MATTEOTTI","",1,"Cristallo srls","published",""
"AGCIRIÃ172","172","CIRIÃ","  ","0119209848","","","","MATTEOTTI","",1,"Cristallo srls","published",""
"AGASTI00","00","ASTI","AT","0141592212","CORSO ALFIERI 130","14100","","MAURIZIO FRANCO","",1,"Cristallo srls","published",""
"AGTORTONA109","109","TORTONA","  ","0131862631","","","","MAZZOCCHI E TAVERNA","",1,"Cristallo srls","published",""
"AGTORINO BOTTICELLI5133","5133","TORINO BOTTICELLI","  ","011 2054852","","","","MAZZONE","",1,"Cristallo srls","published",""
"AGMILANO1116","1116","MILANO","  ","0331877557","","","","MC ASSICURAZIONI SRL","",1,"Cristallo srls","published",""
"AGMONZA0012200","0012200","MONZA","  ","03923011818","","","","ME.PA. ASSOCIRAZIONI ","",1,"Cristallo srls","published",""
"AGMILANO260","260","MILANO","  ","0255016092","","","","MED D'ORTO","",1,"Cristallo srls","published",""
"AG2441","2441","MEDE","  ","038481089","","","","MEDE","",1,"Cristallo srls","published",""
"AGMEDEMEDE LOMELLINA","MEDE LOMELLINA","MEDE","  ","0384820088","","","","MEDE LOMELLINA","",1,"Cristallo srls","published",""
"AG442","442","MEDEL/LOMELLINA","  ","","","","","MEDEL/LOMELLINA","",1,"Cristallo srls","published",""
"AGMELEGNANO39575","39575","MELEGNANO","  ","029834088","","","","MELEGNANO ","",1,"Cristallo srls","published",""
"AGMERCATO SAN SEVERINO439","439","MERCATO SAN SEVERINO","  ","89826655","","","AG_439.01@AGENTIVITTORIA.IT","MERCATO SAN SEVERINO","",1,"Cristallo srls","published",""
"AGVERBANIA613","613","VERBANIA","  ","0323 407408","","","","MERZAGORA E C. SAS","",1,"Cristallo srls","published",""
"AGMESTRE065","065","MESTRE","  ","041975988","","","","MESTRE","",1,"Cristallo srls","published",""
"AGMEZZOLOMBARDOA020","A020","MEZZOLOMBARDO","  ","0461613111","","","","MEZZOLOMBARDO","",1,"Cristallo srls","published",""
"AGIVREA502","502","IVREA","  ","0125641688","","","AG0502@AXA-AGENZIE.IT","MIA SRL ","",1,"Cristallo srls","published",""
"AGSOMMA LOMBARDO GIUSTA39213 CORRETTO","39213 CORRETTO","SOMMA LOMBARDO GIUSTA","  ","0331256252","","","","MIGNARDI E SERRI","",1,"Cristallo srls","published",""
"AG10596","10596","MILANO","  ","024695325","","","","MILANO","",1,"Cristallo srls","published",""
"AGMILANO695","695","MILANO","  ","0289610071","","","","MILANO ","",1,"Cristallo srls","published",""
"AGMILANO59709","59709","MILANO","  ","023319038","","","","MILANO","",1,"Cristallo srls","published",""
"AGMILANO0019","0019","MILANO","  ","02 4539 8510","","","","MILANO","",1,"Cristallo srls","published",""
"AGMILANO5267","5267","MILANO","  ","0270631810","","","","MILANO","",1,"Cristallo srls","published",""
"AGMILANO10016","10016","MILANO","  ","025821091","","","","MILANO","",1,"Cristallo srls","published",""
"AGMILANO30286","30286","MILANO","  ","","","","","MILANO","",1,"Cristallo srls","published",""
"AGMILANO 2T5R","T5R","MILANO 2","  ","028362631","","","","MILANO 2","",1,"Cristallo srls","published",""
"AGMILANO AQUILEIA5407","5407","MILANO AQUILEIA","  ","0248008428","","","","MILANO AQUILEIA","",1,"Cristallo srls","published",""
"AGMILANO 2298","298","MILANO 2","  ","0291430411","","","","MILANO ARCO 2","",1,"Cristallo srls","published",""
"AGMILANO ARENAMILANO ARENA","MILANO ARENA","MILANO ARENA","  ","0234530119","","","","MILANO ARENA","",1,"Cristallo srls","published",""
"AGMILANO02","02","MILANO","  ","0254122627","","","","MILANO CADORE","",1,"Cristallo srls","published",""
"AGMILANO 310154","10154","MILANO 3","  ","02 33614588","","","","MILANO CENTRO","",1,"Cristallo srls","published",""
"AGMILANO CITTA' STUDIF05","F05","MILANO CITTA' STUDI","  ","0226142261","","","","MILANO CITTA' STUDI","",1,"Cristallo srls","published",""
"AGMILANO213","213","MILANO","  ","02 8699 0233","","","","MILANO CORSO VERCELLI ","",1,"Cristallo srls","published",""
"AG","IN8","MILANO FAMAGOSTA","  "," 02-581591 ","","","","MILANO FAMAGOSTA","",1,"Cristallo srls","published",""
"AGMILANO FIERAIO0","IO0","MILANO FIERA","  ","0248922600","","","","MILANO FIERA","",1,"Cristallo srls","published",""
