pointType,pointDescription,pointAddress1,pointCity,pointProvince,pointZip,pointWelcome,pointPhone,pointRefererPhone,pointEmail,pointWelcomeDate,pointHolderPhone
"CRISTALLO","TO_MONCALIERI_30_GLOBAL CAR SERVICE","VIA DELL'INFANZIA, 12","MONCALIERI","T ","10024","","0116829564","","CARROZZERIA.GLOBALSERVICE@GMAIL.COM","",""
"CRISTALLO","TO_MONCALIERI_31_CARS SHOES SRLS","VIA VITTIME DEL VOJONT, 18","MONCALIERI","TO","10024","","","3493741387","AMMINISTRAZIONE.CARSSHOES@GMAIL.COM ","",""
"CRISTALLO","TO_MONCALIERI_32_EKTOR GARAGE","VIA VITTIME DEL VAJONT, 10","MONCALIERI","TO","10028","","0116497157","3914048498","","",""
"CRISTALLO","TO_MONCALIERI_34_CARROZZERIA LURISIA SERVICE ","VIA LURISIA, 19","MONCALIERI ","TO","10024","","01118757609","344 0383721","LURISASERVICE@LIBERO.IT","",""
"CRISTALLO","TO_MONCALIERI_35_PERSONAL CARROZZERIA E CENTRO GRANDINE","PIAZZA BRENNERO, 3B","MONCALIERI","TO","10024","true","","392 910 7116","PERSONAL.CARROZZERIA@GMAIL.COM","30/11/2023 09:22",""
"CRISTALLO","TO_MONCALIERI_36_ G F AUTO","VIA SAN MATTEO APOSTOLO, 1","MONCALIERI","TO","10024","","","","","",""
"CRISTALLO","TO_MONTALTO DORA_01_OFFICINA32 DI AYALA GIAN LUCA","VIA FERRUCCIO MARTINIS, 25","MONTALTO DORA","TO","10016","true","0125650760","3316768301","GIAN.AYALA@LIBERO.IT","07/09/2020 16:59",""
"BCS","TO_MONTANARO_01_D'ANGELO ALESSANDRO","S.DA PROVINCIALE PER FOGLIZZO 16","MONTANARO","TO","10017","","0119160163","","DANGELOALESSANDRO@BOSCHCARSERVICE.IT","",""
"CRISTALLO","TO_NICHELINO_01_AUTORIPARAZIONI BINETTI &amp; FIGLIO SNC","VIA SANTI 3/3","NICHELINO","TO","10042","","0116800888","","BINETTI.FORD@LIBERO.IT","",""
"CRISTALLO","TO_NICHELINO_03_AUTORIPARAZIONI SANGONE","VIA ALFIERI 16","NICHELINO","TO","10042","true","0116069317","","AUTOSANGONE@TISCALI.IT","24/06/2021 11:27",""
"CRISTALLO","TO_NICHELINO_04_AUTOSERVICE DI ARCURI FRANCESCO","VIA PAPA GIOVANNI XXIII 1","NICHELINO","TO","10042","","0116901479","3939467045","","",""
"BCS","TO_NICHELINO_05_BUSSOLINO MICHELE","VIA MARTIRI DI BELFIORE, 7","NICHELINO","TO","10042","","011622374","","OFFICINA.BUSSOLINO@TISCALI.IT","",""
"BCS","TO_NICHELINO_06_CARROZZERIA SAM","VIA LANDO CONTI, 5-7","NICHELINO","TO","10042","","0116055375","","RICAMBI@CARROZZERIASAM.COM","",""
"CRISTALLO","TO_NICHELINO_07_DONETTO.IT AUTORIPARAZIONI","VIA DEGLI ARTIGIANI 6","NICHELINO","TO","10042","","0113583074","3923050441","","",""
"CRISTALLO","TO_NICHELINO_08_LB SERVICE DI ABATE VINCENZO","VIA M.D'AZEGLIO 19","NICHELINO","TO","10042","","0116279719","","","",""
"CRISTALLO","TO_NICHELINO_09_OFFICINE MRO","VIA DEI MARTIRI 41","NICHELINO","TO","10042","","01119486716","","","",""
"CRISTALLO","TO_NICHELINO_10_SPONGE WASH","VIA SANT'UBERTO 3/A","NICHELINO","TO","10042","","","","","",""
"CRISTALLO","TO_NICHELINO_11_VINCI MOTORSPORT","VIA L.DA VINCI 8","NICHELINO","TO","10042","","0116809835","","VINCIMOTOR@TIN.IT","",""
"CRISTALLO","TO_NICHELINO_12_TONI BALESTRE DI PIVESSO ANTONELLO","VIA SANTI 6/6","NICHELINO","TO","10042","true","0116271023","3472734295","TBR@TONIBALESTRE.NET","01/09/2023 09:40",""
"CRISTALLO","TO_NICHELINO_13_AUTORIPARAZIONI PRENCIPE NICOLA	","VIA IÂ°MAGGIO 24","NICHELINO","TO","10042","true","0116492178","3336314308","AUTORIPARAZIONIPRENCIPE@GMAIL.COM","25/10/2022 14:48",""
"CRISTALLO","TO_NICHELINO_14_DP GARAGE ","VIA DEI MARTIRI 16","NICHELINO","TO","10042","","","3475986587","DPGARAGE@VIRGILIO.IT","",""
"CRISTALLO","TO_NICHELINO_15_AUTORIPARAZIONI FREDDI","VIA AVOGADRO 3/A","NICHELINO","TO","10042","","0116060604","338 295 2084","FREDDIAUTO@YAHOO.IT","",""
"CRISTALLO","TO_NICHELINO_16_AF OFFICINA REVISIONI AUTO","VIA ACCAMPAMENTO 2","NICHELINO","TO","10042","","011374 8050","3466622855","AF.REVISIONI.SNC@GMAIL.COM","","3426306733"
"CRISTALLO","TO_NICHELINO_17_DISTRIBUTORE Q8","VIA 25 APRILE","NICHELINO","TO","10042","true","","3425063310","CORONACARBURANTI@YAHOO.IT","23/11/2022 16:31",""
"CRISTALLO","TO_NICHELINO_18_AUTORIPARAZIONI MAUGERI SEBASTIANO","VIA NOVARA 6","NICHELINO","TO","10042","true","","3936191665","SEBAGIUALES@ALICE.IT","04/11/2020 10:42",""
"CRISTALLO","TO_NICHELINO_19_AUTO SUPERS CARS SRL","STRADA CASTELLO DI MIRAFIORI 2","NICHELINO","TO","10042","true","","3331251112","SFP@AUTOSUPERCARS.IT","09/07/2020 15:56",""
"CRISTALLO","TO_NICHELINO_20_DDQ SERVICE DI QUARTARONE DIEGO DOMENICO","VIA XXV APRILE 126","NICHELINO","TO","10042","true","0110015221","338 479 5816","DDQSERVICE@GMAIL.COM","03/09/2020 11:16",""
"CRISTALLO","TO_NICHELINO_21_CARROZZERIA GRASSO","VIA BUFFA 27","NICHELINO","TO","10042","","011624478","","","",""
"CRISTALLO","TO_NICHELINO_22_HAPPY CAR LAVAGGIO A MANO ","VIA XXV APRILE 146","NICHELINO","TO","10042","true","","388 724 1484","IBRAHIMELHIRNOU2@GMAIL.COM","01/10/2020 15:41",""
"CRISTALLO","TO_NICHELINO_23_DIESSEMOTORS","VIA TRENTO, 6/9","NICHELINO","TO","10042","","0116825252","3317405196","","",""
"BCS","TO_NICHELINO_24_FRATELLI VALENTE","VIA SPINELLI, 4","NICHELINO","TO","10042","true","0116270510","3485807584","CARVALENTE@LIBERO.IT","03/08/2022 16:27",""
"BCS","TO_NICHELINO_25_GIOVANNINO SERVICE","VIA LANDO CONTI, 9","NICHELINO","TO","10042","true","0116271447","3282699234","INFO@GIOVANNINISERVICE.COM","11/07/2022 10:43",""
"CRISTALLO","TO_NICHELINO_26_MICA 2001 CARROZZERIA","VIA SOBRERO 14","NICHELINO","TO","10042","","011623639","3452737492","MICA2001SNC@HOTMAIL.IT","","3456152414"
"CRISTALLO","TO_NICHELINO_27_CARROZZERIA CENTRAL","VIA SANTI, 1/1","NICHELINO","TO","10042","","01119878011","376 028 5391","AMM.CARROZZERIA.CENTRAL@GMAIL.COM","","393 902 8984"
"CRISTALLO","TO_NICHELINO_28_AUTOCARROZZERIA DIAZ DI CAZZOLI ROBERTO &amp; C. SAS","VIA A. SPINELLI, 5, ","NICHELINO","TO","10042","true","","340 383 0371","INFO@CARROZZERIADIAZ.IT","19/06/2023 08:46",""
"CRISTALLO","TO_NICHELINO_29_CARROZZERIA NOVANTA SRL","VIA CESANA, 1","NICHELINO","TO","10042","","0113583447","329 930 7380","CARROZZERIANOVANTA@ALICE.IT ","",""
"CRISTALLO","TO_NICHELINO_30_CARROZZERIARD SERVICE DI ROTILIO DARIO ","VIA CALATAFIMI, 11","NICHELINO","TO","10042","","0114276246"," 346 673 286","CARROZZERIA.RDSERVICE@GMAIL.COM","",""
"CRISTALLO","TO_NICHELINO_31_CARROZZERIA MYLADY","VIA TORINO, 380 ","NICHELINO","TO","10042","","0110341313","3317426102","","",""
"CRISTALLO","TO_NICHELINO_32_CIPRICAR GROUP SAS","VIA FRATELLI BANDIERA, 31","NICHELINO","TO","10042","true","0116068467","349 285 2145","CIPRICAR.TORINO@GMAIL.COM","05/02/2024 10:31",""
"CRISTALLO","TO_NICHELINO_33_SCUDERIA C&amp;C CARROZZERIA ","VIA TORINO, 289","NICHELINO","TO","10042","","011626919","349 174 3753","SCUDERIACC@GMAIL.COM","",""
"CRISTALLO","TO_NICHELINO_34_CRASH CAR SNC","VIA PATERI, 60","NICHELINO","TO","10042","","0116274347","3339840636","CRASHCAR@LIVE.IT","",""
"CRISTALLO","TO_NICHELINO_35_CENTRAL PNEUS","VIA CANOVA, 4","NICHELINO","TO","10042","","011645518"," 379 155 155","","",""
"CRISTALLO","TO_NICHELINO_36_CARROZZERIA BOBO CAR","VIA GALILEO GALILEI, 9/11","NICHELINO","TO","10042","","","392 300 0516","","",""
"CRISTALLO","TO_NICHELINO_37_CARROZZERIA GIORDANO","VIA CANOVA, 6","NICHELINO","TO","10042","","016800023","366 820 3944","","",""
"CRISTALLO","TO_NICHELINO_38_CARROZZERIA  MICA","VIA ASCANIO SOBRERO, 14","NICHELINO","TO","10042","","","345 273 7492","","",""
"CRISTALLO","TO_NONE_01_AUTORIPARAZIONI FRANCO","VIA VOLVERA 15","NONE","TO","10060","","","","","",""
"CRISTALLO","TO_NONE_02_ORIGLIA PNEUMATICI","VIA ORBASSANO 10","NONE","TO","10060","","0119906760","","INFO@ORIGLIAPNEUMATICI.IT","",""
"ACREW","TO_NONE_03_PONZIO OFFICINA ","VIA SESTRIERE, 87","NONE","TO","10060","","0119863252","","INFO@OFFICINEPONZIO.IT","",""
"CRISTALLO","TO_NONE_04_RIBET MAURO","VIA G. MATTEOTTI 6/8","NONE","TO","10060","","0119865518","","","",""
"CRISTALLO","TO_ORBASSANO_01_AUTOCRONO SRL","VIA DON PIETRO GIORDANO 9","ORBASSANO","TO","10043","","0119019123","","CRONOSERVICE@GMAIL.COM","",""
"CRISTALLO","TO_ORBASSANO_02_AUTOFFICINA DI ANDRONICO MARIO","VIA GIOLITTI 12A","ORBASSANO","TO","10043","","0119017323","","","",""
"CRISTALLO","TO_ORBASSANO_03_AUTORIPARAZIONI DI TOFFANO VITTORINO &amp; C.","VIA NUOVA CIRCONVALLAZIONE KM 15,970","ORBASSANO","TO","10043","","0119003571","","TOFFANOSERVICE@TISCALI.IT","",""
"CRISTALLO","TO_ORBASSANO_04_AUTOLAVAGGIO LOVEME &amp; LAVAMI (EX QUITADAMO)","VIA MARCONI,19","ORBASSANO","TO","10043","true","0119017270","","LOVEMEELAVAMI@GMAIL.COM","19/09/2022 14:52",""
"BCS","TO_ORBASSANO_05_CANDIOTTO LUCIANO","S.DA BORGARETTO, 48","ORBASSANO","TO","10043","","0119012374","","AMMINISTRAZIONE@CANDIOTTOGOMME.IT","",""
"CRISTALLO","TO_ORBASSANO_06_CENTRO MIDAS ORBASSANO 7075","VIA FREJUS 43","ORBASSANO","TO","10043","","0119588691","","ORBASSANO7075@MIDAS.IT","",""
"CRISTALLO","TO_ORBASSANO_07_CUMIANA GOMME GROUP SRL","VIA PIO LA TORRE 2","ORBASSANO","TO","10043","","0119004064","340 858 3845","AMMINISTRAZIONE@CUMIANAGOMME.COM","","339 795 3017"
"CRISTALLO","TO_ORBASSANO_08_DANIEL CAR","STRADA TORINO 53/4","ORBASSANO","TO","10043","","0117609423","3688000753","","",""
"CRISTALLO","TO_ORBASSANO_09_ELETTRAUTO 2000 DI PINO C.","VIA CASTELLAZZO 19","ORBASSANO","TO","10043","","0119013829","3382945150","","",""
"CRISTALLO","TO_ORBASSANO_10_FRATELLI PAVIOLO","STRADA PIOSSASCO 33","ORBASSANO","TO","10043","","0119002441","","AUTOPAVIOLO@VIRGILIO.IT","",""
"BCS","TO_ORBASSANO_11_FULL CAR SERVICES SRL - FCS","ST. CIRCONVALLAZIONE ESTERNA, 11","ORBASSANO","TO","10043","","0119035238","","FULLCARSERVICE@BOSCHCARSERVICE.IT","",""
"BCS","TO_ORBASSANO_12_MO.VI. SPA","STRADA ANTICA DI NONE, 2/D","ORBASSANO","TO","10043","","0119040928","","MECAR@BOSCHCARSERVICE.IT","",""
"CRISTALLO","TO_ORBASSANO_13_TOP CAR - AUTOCARROZZERIA MANCUSO SNC","STRADA PIOSSASCO 60	","ORBASSANO","TO","10043","","0119005880","3382711416","","","3402961235"
"CRISTALLO","TO_ORBASSANO_14_ESPOCAR ","VIA NUOVA CIRCONVALLAZIONE KM 15970","ORBASSANO","TO","10043","","","3932564350","INFO@ESPOCAR.IT","",""
"CRISTALLO","TO_ORBASSANO_15_BOLLA GUIDO PNEUMATICI ORBASSANO","VIA I STRADA - SITO INTERPORTO","ORBASSANO","TO","10043","","","","ORBASSANO@BOLLAPNEUMATICI.IT","",""
"CRISTALLO","TO_ORBASSANO_16_ESSE CAR","VIA FREJUS, 43","ORBASSANO","TO","10043","","","3206345834","ESSECARSERVICE@GMAIL.COM","",""
"DEROGHE","TO_ORBASSANO_17_AUTOCAR SNC DI RECCHIA E CANNONE","VIA FREJUS, 73","ORBASSANO","TO","10043","","","335 480 574","CANNONE@AUTOCARSNC.EU","",""
"CRISTALLO","TO_ORBASSANO_18_DISTIBUTORE Q8 GULINO","VIA CIRCONVALLAZIONE KM 19+391","ORBASSANO","TO","10043","","","","","",""
"CRISTALLO","TO_ORBASSANO_19_PUNTOCAR","STRADA PIOSSASCO,99","ORBASSANO","TO","10043","","","3716343552","","",""
"CRISTALLO","TO_ORBASSANO_20_AUTORIPARAZIONI CP","STRADA PIOSSASCO, 15","ORBASSANO","TO","10043","","","393 982 108","","",""
"CRISTALLO","TO_PASTA DI RIVALTA_01_AUTOFFICINA SABATO","VIA TORINO 10","PASTA DI RIVALTA","TO","10040","","","","LEONARDO.SABATO78@GMAIL.COM","",""
"CRISTALLO","TO_PIANEZZA_01_CARROZZERIA ORION","VIA SAN GILLIO 69","PIANEZZA","TO","10044","","0116988483","","CARROZZERIA.ORION@LIBERO.IT","",""
"CRISTALLO","TO_PIANEZZA_02_DPA AUTORIPARAZIONI","VIA DRUENTO 89","PIANEZZA","TO","10044","","3336872564","3383548696","","",""
"CRISTALLO","TO_PIANEZZA_03_LUPICAR TRASPORTI","VIA SAN GILIO 112","PIANEZZA","TO","10044","","0119783708","","","",""
"CRISTALLO","TO_PIANEZZA_04_MAX GOMME SRL","VIA STRESA 3","PIANEZZA","TO","10044","","0119676709","","","",""
"CRISTALLO","TO_PIANEZZA_05_OFFICINA PIANEZZA DI GAGLIARDI COSIMO","VIA PIANEZZA 36","PIANEZZA","TO","10044","","011746414","3476394911","OFFICINAPIANEZZA@GMAIL.COM","",""
"CRISTALLO","TO_PIANEZZA_06_TUNISI CARROZZERIA","VIA TORINO, 21 BIS","PIANEZZA","TO","10044","","","339 898 0290","","",""
"CRISTALLO","TO_PIANEZZA_07_CARROZZERIA ORION","VIA SAN GILLIO, 69","PIANEZZA","TO","10044","","0116988483","366 264 0065","CARROZZERIA.ORION@LIBERO.IT","",""
"CRISTALLO","TO_PINASCA_01_MOTOR ESSEBI SPORT","S.R. 23 DEL SESTRIRE KM 52,014","PINASCA","TO","10060","","","","","",""
"CRISTALLO","TO_PINEROLO_01_DEPETRIS ELETTRAUTO","PIAZZA MATTEOTTI 9","PINEROLO","TO","10064","","0121322866","3385803712","","",""
"CRISTALLO","TO_PINEROLO_02_ZGM AUTORIPARAZIONI MARCO","VIA VECCHIA DI BURIASCO,12/G","PINEROLO","TO","10064","true","0121397211","","INFO@ZGMAUTORIPARAZIONI.IT","15/02/2024 16:48",""
"CRISTALLO","TO_PINEROLO_04_GRANERO AUTORIPARAZIONI","VIALE MAMIANI 21","PINEROLO","TO","10064","true","0121322967","","AUTORIPARAZIONIGRANERO@ALICE.IT","29/10/2021 12:32",""
"CRISTALLO","TO_PINEROLO_05_MELANO","VIA PODGORA 14","PINEROLO","TO","10064","","0121398388","","MMELAN@LIBERO.IT","",""
"CRISTALLO","TO_PINEROLO_06_MOTOR ONE","CORSO TORINO,226","PINEROLO","TO","10064","","0121480758","","FELICE.TORTORELLI@HOTMAIL.IT","",""
"BCS","TO_PINEROLO_07_NICOLA DELL'ORTO &amp; C. SNC","VIA T. GIUSTETTO, 23/A (DI FIANCO ALL'INS FAI LA DISCESA)","PINEROLO","TO","10064","","0121303179","335587275","FIAT@AUTOFFICINANICOLADELLORTO.IT","","3517178649"
"CRISTALLO","TO_PINEROLO_08_RACING GOMME","VIA MARTIRI DEL XXI, 20","PINEROLO","TO","10064","","012170470","","UFFICIO@RACINGGOMME.IT","",""
"CRISTALLO","TO_PINEROLO_09_VTR AUTO - STAZIONE DI SERVIZIO","CORSO TORINO, 420/G","PINEROLO","TO","10064","","012140578","","VTRAUTO@OUTLOOK.IT","",""
"CRISTALLO","TO_PINEROLO_10_GLD - GIAI LEVRA DIEGO","VIA SAN PIETRO VAL LEMINA 44","PINEROLO","TO","10064","","012140346","","","",""
"CRISTALLO","TO_PINEROLO_11_GENCAR VEDELAGO PINEROLO","VIA VAL PELLICE 37","PINEROLO","TO","10060","true","0121501898","339 182 5469","G.AUTOPINEROLO@GMAIL.COM","17/07/2020 16:49","331 905 2206"
"CRISTALLO","TO_PINEROLO_12_BELTRAMO REVISIONI E COLLAUDI IN","VIA CARLO BORRA N. 17","PINEROLO","TO","10064","","","","","",""
"CRISTALLO","TO_PINEROLO_13_ENI STATION","VIA SALUZZO 110","PINEROLO","TO","10064","","","366 283 8037","ALAIN.PIA76@GMAIL.COM","",""
"CRISTALLO","TO_PINO TORINESE_01_OFFICINA PINNERI 2.0 ","VIA PODIO 1","PINO TORINESE","TO","10025","true","011842120","3518309044","OFFICINAPINNERI@GMAIL.COM","14/10/2020 14:42",""
"CRISTALLO","TO_PIOBESI TORINESE_01_PNEUSTORE","VIA GALIMBERTI,63/4","PIOBESIT.SE","TO","10040","","0119650338","","INFO@PNEUSTORE.ORG","",""
"CRISTALLO","TO_PIOBESI TORINESE_02_CARROZZERIA GRASSO GIUSEPPE SRL","VIA DUCCIO GALIMBERTI 71","PIOBESI TORINESE","TO","10040","true","0119657794","3396836711","CARROZZERIAGRASSOBEPPE@VIRGILIO.IT","05/10/2020 17:41","335 533 9359"
"CRISTALLO","TO_PIOBESI TORINESE_03_D&amp;D TRUCK SRL","VIA DEL MARE, 19 E 8","PIOBESI","TO","10048","","0119653280","340 2631984","AMMINISTRAZIONE@DEDTRUCK.IT","",""
"CRISTALLO","TO_PIOBESI_04_NUOVA CARROZZERIA NOTARO","VIA GALIMBERTI, 6/A","PIOBESI","TO","10040","","0119657133","3336693578","NUOVACARROZZERIADINOTARO@VIRGILIO.IT","",""
"CRISTALLO","TO_PIOSSASCO_01_AUTO SERVICE DI CAPACCIOLI G. &amp; R","VIA SUSA, 54","PIOSSASCO","TO","10045","","0119066724","","","",""
"CRISTALLO","TO_PIOSSASCO_02_AUTORIPARAZIONI E SOCCORSO","VIA PINEROLO 128","PIOSSASCO","TO","10045","","","","ENZONOBILE.1982@GMAIL.COM","",""
"CRISTALLO","TO_PIOSSASCO_03_Q8 - GULINO SNC","VIA NINO COSTA 2","PIOSSASCO","TO","10045","true","0112639724","338 567 8448","MORENA.SEGATO1986@GMAIL.COM","18/10/2022 09:49",""
"CRISTALLO","TO_PIOSSASCO_04_ARCOBALENO SERVICE","VIA ABBA, 3","PIOSSASCO","TO","10045","","","3382056307","ARCOBALENOSERVICESNC@TIN.IT","",""
"CRISTALLO","TO_PIOSSASCO_05_OFFICINA PIETRO GPL","VIA TORINO, 31/5","PIOSSASCO","TO","10045","","","3381168925","PIETRO.GULMINI@GMAIL.COM","",""
"CRISTALLO","TO_PISCINA_01_CASA DELLO STRUMENTO","VIA UMBERTO I , 98","PISCINA","TO","10060","","012157717","","CASASTRUMENTO@ALICE.IT","",""
"CRISTALLO","TO_POIRINO_01_AUTORIPARAZIONI ORRU' FERNANDO","VIA TERNAVASSO 45BIS","POIRINO","TO","10046","","0119453528","","GIANLUCA_ORRU@VIRGILIO.IT","",""
"CRISTALLO","TO_POIRINO_02_F.LLI AVATANEO 	","STRADA SAVONA 3","POIRINO","TO","10046","","0119450408","","INFO@ALFAROMEOPOIRINO.IT","",""
"CRISTALLO","TO_POIRINO_03_AUTORIPARAZIONI FRATELLI BERRINO SNC		","VIA DEL LOBETTO 5	","POIRINO","TO","10046","","0119453837","3394023538","","",""
"CRISTALLO","TO_POIRINO_04_CARROZZERIA POIRINO				","STRADA STATALE TO-AT 29 / VIA TORINO 41","POIRINO","TO","10046","true","0119451855","3397617442","INFO@CARROZZERIAPOIRINO.IT","07/08/2020 11:03",""
"CRISTALLO","TO_POIRINO_05_OFFICINA MECCANICA DI GALLO DAVIDE","VIA DELLA MARGHERITA, 45","POIRINO","TO","10046","true","","3470694837","OFFICINA.GALLO.GARAGE@GMAIL.COM","27/10/2022 10:43",""
"CRISTALLO","TO_PONT CANAVESE_01_AUTORIPARAZIONI MP DI MARCO PERONO","VIA ROMA 81","PONT CANAVESE","TO","10085","","","329 764 1584","","",""
"CRISTALLO","TO_PORTE_01_AUTOLAND DI GIORDANO ENRICO","VIA NAZIONALE 79","PORTE","TO","10060","","0121303100","","INFO@AUTOLANDONLINE.IT","",""
"CRISTALLO","TO_PORTE_02_AUTOLAND DI GIORDANO ENRICO","VIA NAZIONALE 73","PORTE","TO","10060","","0121201117","","INFO@AUTOLANDONLINE.IT","",""
"CRISTALLO","TO_RIVA PRESSO CHIERI_01_LEZZA GARAGE DI LEZZA ROBERTO &amp; C. S.A.S.","CASCINA ARGENTINA, 8","RIVA PRESSO CHIERI","TO","10020","true","","","LEZZAGARAGE@GMAIL.COM","02/05/2023 16:49",""
"CRISTALLO","TO_RIVALTA DI TORINO_01_PAVONE","VIA MORIONDO 56","RIVALTA","TO","10040","","0119091951","","INFO@OFFICINAPAVONE.COM","",""
"BCS","TO_RIVALTA DI TORINO_02_B.F. SNC DI BALBO C. &amp; FASANO A.","VIA VERNE GIULIO, 21/23","RIVALTA DI TORINO","TO","10040","","0119040498","333 3489695","INFO@BFSUPERCAR.COM","",""
"CRISTALLO","TO_RIVALTA DI TORINO_03_GI.GI. EFFE","VIA GENOVA, 2","RIVALTA DI TORINO","TO","10040","true","0119084418","349 184 2739","GIANNIPERANO@VIRGILIO.IT","06/12/2022 14:45",""
"CRISTALLO","TO_RIVALTA DI TORINO_04_CRAVERO PIERLUCA GOMMISTA MOBIL 1","VIA GIAVENO, 36","RIVALTA","TO","10040","true","0119004893","","FABIO.CRAVERO84@GMAIL.COM","23/03/2021 09:52",""
"CRISTALLO","TO_RIVALTA DI TORINO_05_M.G.M. SERVICES DI NEBIOLO L. E C.","VIA EINAUDI, 87","RIVALTA DI TORINO","TO","10040","","","3331938986","MGMSERVICES@VIRGILIO.IT","","3336309254"
"CRISTALLO","TO_RIVALTA DI TORINO_06_CARROZZERIA CAMIOLO","VIA GIAVENO, 142","RIVALTA DI TORINO","TO","10040","","0119040950","348 007 2189","CARROZZERIA.CAMIOLO@GMAIL.COM","",""
"CRISTALLO","TO_RIVALTA DI TORINO_07_MECAR GLOBAL SERVICE","VIA BRUINO 22/7","RIVALTA DI TORINO","TO","10040","true","","335 696 8708","SABRINA@AUTOMECAR.IT","01/12/2023 15:24",""
"CRISTALLO","TO_RIVALTA DI TORINO_08_ENI STATION"," VIA GIAVENO S.R. ORBASSANO KM 17,964","RIVALTA DI TORINO","TO","10040","","","347 384 0276","","",""
"ACREW","TO_RIVAROLO CANAVESE_01_AUTOPARENTI SNC","CORSO TORINO 162","RIVAROLOCANAVESE","TO","10086","","012425480","","AUTOPARENTISNC@YAHOO.IT","",""
"BCS","TO_RIVAROLO CANAVESE_02_SCARAFFIA MARCO OFF. RIP. V.I.","VIA FAVRIA, 18","RIVAROLOCANAVESE","TO","10086","","012429548","","SCARAFFIA.MARCO@TISCALI.IT","",""
"CRISTALLO","TO_RIVAROLO CANAVESE_03_GOMMA SERVICE","CORSO RE ARDUINO 75","RIVAROLO CANAVESE","TO","10086","","","0121308069","DIEGOVARELLO@GMAIL.COM","",""
"CRISTALLO","TO_RIVAROLO CANAVESE_04_L'AUTORIPARATORE SAS - BEPPE CAMPIGOTTO	","VIA FAVRIA 55","RIVAROLO","TO","10086","","0124425305","347 310 9371","INFO@AUTORIPARATORE.NET","",""
"CRISTALLO","TO_RIVOLI_01_ALBERGHINI SNC","VIA ROSSELLI 15A","RIVOLI","TO","10098","","0119586594","","INFO@FIATALBERGHINI.IT ","",""
"CRISTALLO","TO_RIVOLI_02_AUTORIPARAZIONI EMOZIONI MOTORI","VIA IVREA 82","RIVOLI","TO","10098","","0114223190","","INFO@EMOZIONIMOTORI.IT","",""
"CRISTALLO","TO_RIVOLI_03_AUTORIPARAZIONI GHIOTTI GIOVANNI","STRADA N.TETTI 125","RIVOLI","TO","10098","","0119592230","","G.GHIOTTI@LIBERO.IT","",""
"CRISTALLO","TO_RIVOLI_04_AUTORIPARAZIONI NATALE SNC","VIA PAVIA 66","RIVOLI","TO","10098","","0119539809","349 199 9152","INFONATALE@LIBERO.IT","",""
"CRISTALLO","TO_RIVOLI_05_CARGOMME SERVICE","STRADA RIVALTA 10/A","RIVOLI","TO","10098","","0119586669","","CARGOMME.RIVOLI@GMAIL.COM","",""
"CRISTALLO","TO_RIVOLI_06_IL PUNTO BLU ","VIA ALPIGNANO 115/B","RIVOLI","TO","10098","true","0119532921","","ILPUNTOBLUSNC@LIBERO.IT","10/05/2023 16:49",""
"CRISTALLO","TO_RIVOLI_07_MARINO GOMME (OFFICINA CHIUSA)","VIALE LUSSIANA 2","RIVOLI","TO","10098","","01119509602","","","",""
"BCS","TO_RIVOLI_08_MOTORCITY 2.0 DI ANDREA RUBATTI","VIA CHIVASSO, 9","RIVOLI","TO","10098","","0119573665","3601095959","INFO@MOTORCITY2.IT","",""
"CRISTALLO","TO_RIVOLI_09_SERVICE CARS RIVOLI","CORSO IV NOVEMBRE 37","RIVOLI","TO","10098","","3482117707","","SERVICECARSRIVOLI@GMAIL.COM","",""
"CRISTALLO","TO_RIVOLI_10_TORINO AUTO GPL","VIA CARLO LEONE 38/B","RIVOLI","TO","10098","true","","327 5429598","TORINOAUTOGPL@GMAIL.COM","08/02/2022 17:56","0114274260"
"CRISTALLO","TO_RIVOLI_11_TL AUTO","CORSO FRANCIA, 109","RIVOLI","TO","10098","","","","","",""
"DEROGHE","TO_RIVOLI_12_AUTORIPARAZIONI CALAPRISTI","CORSO FRANCIA 117/C","RIVOLI","TO","10098","","0119595046","3401413166","GIOVANNI7963@HOTMAIL.IT","",""
"CRISTALLO","TO_RIVOLI_13_TOMAINO","VIA VOLTURNO 13A","RIVOLI","TO","10098","","0119573975","3388301793","TOMAINOSRL@LIBERO.IT","",""
"CRISTALLO","TO_RIVOLI_14_F.P.A. SNC - DISTRIBUTORE Q8 - Q8 SITO"," S.P. 175 KM 4 STRADA DEL DOJRONE ","RIVOLI","TO","10098","","","345 814 9225","FORTUNATOFF77@YAHOO.IT","","348 601 3414"
"CRISTALLO","TO_RIVOLI_15_D'AMICO SAS","VIA UGO FOSCOLO 1/D","RIVOLI","TO","10098","","0119584194","366 383 6321","DAMICOSNC@ALICE.IT","",""
"CRISTALLO","TO_RIVOLI_16_GARAGE RS","VIA RITA LEVI MONTALCINI","RIVOLI","TO","10098","","","392 050 507","RSAUTOMOBILI@TRUSTPEC.IT","",""
"CRISTALLO","TO_RIVOLI_17_RIVOLCAR SNC","CORSO FRANCIA, 231","RIVOLI","TO","10098","true","","392 388 2489","RIVOLCAR2012@LIBERO.IT","31/01/2023 18:19",""
"CRISTALLO","TO_RIVOLI_18_CENTRO REVISIONI RIVOLI","STR. TEPPE, 11/A,","RIVOLI","TO","10098","","0118005648","39327364","","",""
